# word	tracks	sources — generated by tools/build_lexicon.py
амангуль	n	wikipedia
амангүл	n	apertium,wikipedia
аманда	nv	apertium,baseline,kazdict,wikipedia
амандас	v	apertium,baseline,kazdict
амандастыр	v	baseline,kazdict
амандасу	-	kazdict
амандасушы	n	kazdict
амандау	-	kazdict
аманджулов	n	apertium
амандос	n	apertium,kazdict,wikipedia
амандосов	n	apertium,wikipedia
амандык	n	apertium,wikipedia
амандыков	n	wikipedia
амандық	n	apertium,baseline,kazdict,wikipedia
амандықов	n	wikipedia
амандықұлы	n	wikipedia
аманер	n	wikipedia
аманжан	n	kazdict,kaznerd,wikipedia
аманжанов	n	wikipedia
аманжол	n	apertium,kazdict,kaznerd,wikipedia
аманжолов	n	apertium,kaznerd,wikipedia
аманжолұлы	n	wikipedia
аманжулов	n	wikipedia
амани	n	wikipedia
аманияз	n	wikipedia
аманиязов	n	apertium,wikipedia
аманкелди	n	wikipedia
аманкелдиев	n	wikipedia
аманкелды	n	wikipedia
аманкелді	n	apertium,wikipedia
аманкелдіұлы	n	wikipedia
аманкельди	n	wikipedia
аманкельды	n	wikipedia
аманкос	n	wikipedia
аманкосов	n	wikipedia
аманкул	n	wikipedia
аманкулов	n	wikipedia
аманкуль	n	wikipedia
аманкыз	n	wikipedia
аманкүл	n	wikipedia
аманмұсын	-	kazdict
амано	n	kaznerd
аманов	n	apertium,kaznerd,wikipedia
аманоға	n	kaznerd
амансоқ	-	kazdict
амантаев	n	wikipedia
амантаевич	n	kaznerd
амантай	n	apertium,kaznerd,wikipedia
амантайұлы	n	wikipedia
амантоғай	n	apertium
аманту	-	kazdict
амантур	n	wikipedia
амантурлиев	n	wikipedia
амантурлы	n	wikipedia
амантұр	n	kazdict,wikipedia
амантұрлы	n	wikipedia
аманхан	n	wikipedia
аманша	n	wikipedia
аманшиев	n	wikipedia
аманшин	n	kaznerd,wikipedia
аманшылық	n	baseline,kazdict
аманғазы	n	wikipedia
аманғайша	n	apertium
аманғали	n	kazdict,wikipedia
аманғалиев	n	kaznerd,wikipedia
аманғалиевке	n	kaznerd
аманғалиұлы	n	wikipedia
аманғос	n	wikipedia
аманғосов	n	wikipedia
аманғы	-	kazdict
аманқали	n	apertium
аманқарағай	n	apertium
аманқос	n	wikipedia
аманқосов	n	wikipedia
аманқосұлы	n	wikipedia
аманқыз	n	kaznerd
аманқұл	n	wikipedia
аманқұлов	n	wikipedia
аманұлы	n	wikipedia
аманөткел	n	apertium
амаро	n	apertium
амарра	-	kazdict
аматтану	v	kazdict
амаш	n	kazdict
амашлады	-	kazdict
амбар	n	apertium,kazdict
амбидекстрия	-	kazdict
амбилинеалды	n	apertium
амбистома	-	kazdict
амбиция	n	apertium
амблиопия	n	apertium
амбосели	n	apertium
амбразура	n	apertium,kazdict
амброзия	n	apertium
амброуз	n	apertium
амбулатория	n	apertium,kazdict
амбулаториялар	-	baseline
амбулаторияларды	-	baseline
амбулаториялары	-	baseline
амбулаторияларын	-	baseline
амбулаториялық	-	baseline
амбы	n	kazdict
амбыр	-	kazdict
амеба	n	baseline,kazdict
амебалық	n	kazdict
амебиаз	n	kazdict
амели	n	apertium,wikipedia
амелина	n	wikipedia
амелия	n	apertium,wikipedia
амен	n	kaznerd
аменов	n	wikipedia
аменорея	n	apertium
аменш	-	baseline
амержанов	n	wikipedia
америка	n	apertium,baseline,kaznerd
америкада	n	kaznerd
америкалық	n	apertium,kaznerd
американ	n	apertium
американдық	n	apertium,baseline,kazdict
американизм	n	apertium
американша	n	apertium
америкаға	n	kaznerd
америций	n	apertium
амерхан	n	wikipedia
амерханов	n	wikipedia
амет	n	wikipedia
аметист	n	apertium,kazdict
аметов	n	wikipedia
аметропия	n	apertium
амзе	n	wikipedia
амзеев	n	wikipedia
ами	-	kazdict
амиант	n	apertium
амигдала	-	kazdict
амида	n	wikipedia
амила	n	wikipedia
амилаза	n	apertium
амилия	n	wikipedia
амилоза	n	kazdict
амилоид	n	apertium
амиль	n	wikipedia
амиля	n	wikipedia
амин	n	apertium,baseline,kazdict,wikipedia
амина	n	baseline,wikipedia
аминат	n	wikipedia
аминаш	n	wikipedia
аминағача	n	kazdict
аминдур	-	kazdict
аминдік	n	apertium
аминев	n	apertium
аминов	n	wikipedia
аминодонттар	-	kazdict
аминопептидаза	n	kazdict
аминопласт	-	kazdict
аминотрансфераза	n	kazdict
аминқышқыл	n	apertium
амир	n	apertium,baseline,kaznerd,wikipedia
амира	n	apertium,wikipedia
амирали	n	wikipedia
амиралиев	n	wikipedia
амиран	n	wikipedia
амирбаев	n	wikipedia
амирбай	n	wikipedia
амирбек	n	wikipedia
амирбеков	n	wikipedia
амиргазин	n	wikipedia
амиргали	n	wikipedia
амиргалиев	n	wikipedia
амире	n	wikipedia
амиреев	n	wikipedia
амиржан	n	wikipedia
амиржанов	n	wikipedia
амиркулов	n	wikipedia
амирлан	n	wikipedia
амиров	n	apertium,wikipedia
амиртаев	n	wikipedia
амиртай	n	wikipedia
амирхан	n	wikipedia
амирханов	n	wikipedia
амит	n	wikipedia
амитов	n	wikipedia
амитоз	-	kazdict
амитотикалық	n	apertium
амма	-	kazdict
амман	n	apertium
аммиак	n	apertium,kazdict
аммиакты	-	baseline
аммонал	n	kazdict
аммонии	n	kazdict
аммоний	n	apertium
аммонит	n	kazdict
аммофос	n	kazdict
аммофосшы	n	kazdict
амнезия	n	apertium,kazdict
амнистия	-	baseline,kazdict
амнистияла	-	baseline
амоортизация	-	kazdict
амортизатор	n	apertium,kazdict
амортизация	n	apertium,kazdict
амортизацияла	-	baseline
амортизацияланатын	n	apertium
амортизациялық	-	baseline
амортизциялық	-	kazdict
аморф	-	kazdict
аморфты	n	baseline,kazdict
аморфтық	n	apertium,baseline,kazdict
амос	-	baseline
ампелография	n	apertium,kazdict
ампер	n	apertium,baseline,kazdict
амперметр	n	apertium,kazdict
амперометрия	n	apertium
ампир	n	apertium,kazdict
ампициллин	n	apertium
амплиакия	n	kazdict
амплитуда	n	apertium,kazdict
амплуа	-	kazdict
ампула	n	apertium,kazdict
ампулалық	-	kazdict
ампутация	n	apertium,kazdict
ампутацияла	-	baseline
амраев	n	kaznerd,wikipedia
амре	n	wikipedia
амреев	n	kaznerd,wikipedia
амренов	n	wikipedia
амрзида	-	kazdict
амрин	n	wikipedia
амршан	-	kazdict
амс	-	baseline
амсенсаулық	-	baseline
амсна	-	baseline
амср	-	baseline
амсриалдық	-	baseline
амсрия	-	baseline
амстау	-	baseline
амстердам	n	apertium
амстердамда	-	baseline
амсциналық	-	baseline
амсы	-	baseline
амт	n	apertium
амуал	-	kazdict
амузия	n	kazdict
амулет	n	apertium
амуниция	-	kazdict
амуничник	-	kazdict
амур	n	apertium
амфетамин	n	apertium
амфибия	n	apertium,kazdict
амфибол	-	kazdict
амфибрахии	-	kazdict
амфитеатр	n	apertium,kazdict
амфора	n	apertium
амырақ	-	kazdict
амьен	n	apertium
амірхан	n	wikipedia
амұртты	-	kazdict
амұшды	-	kazdict
ан	n	baseline,kazdict
ана	n	apertium,baseline,kazdict,kaznerd
анабизин	-	kazdict
анабиоз	n	apertium,kazdict
анаболдану	-	kazdict
анаболизм	n	kazdict
анаген	-	kazdict
анаграмма	-	kazdict
анада	n	apertium,baseline,kazdict
анадай	n	baseline,kazdict
анадайда	n	baseline,kazdict
анадайын	n	kazdict
анадағы	n	baseline,kazdict
анадағыдай	n	kazdict
анадолу	n	kaznerd
анадолы	n	apertium
анажан	n	baseline,kazdict
анаис	n	wikipedia
анай	-	kazdict
анайат	-	kazdict
анайы	n	apertium,baseline,kazdict
анайылау	-	kazdict
анайылық	n	apertium,baseline,kazdict
анаклитикалық	n	apertium
анако	n	kaznerd
анаконда	-	kazdict
анаксагор	n	apertium
анал	-	baseline
анала	v	kazdict
аналар	-	baseline
аналас	n	kazdict
аналдық	n	apertium
анализ	n	apertium,baseline,kazdict
анализатор	n	apertium,kazdict
анализге	-	baseline
анализде	v	apertium,baseline,kazdict
анализдеу	-	baseline,kazdict
анализдік	n	apertium,kazdict
аналитикалы	n	apertium
аналитикалық	n	apertium,baseline,kazdict
аналог	n	apertium,kazdict
аналогия	n	apertium,baseline,kazdict
аналогиялық	n	apertium,baseline,kazdict
аналогты	-	baseline
аналой	n	apertium
аналы	n	baseline,kazdict
аналық	n	apertium,baseline,kazdict
анальгезия	n	apertium,kazdict
анальгетик	n	apertium
анальгетиктер	-	kazdict
анальгин	-	kazdict
анамал	-	kazdict
анамнез	-	kazdict
анамның	n	kaznerd
анаморфоз	n	apertium
ананас	n	apertium,baseline,kazdict
анандай	n	kazdict
ананим	-	kazdict
ананың	-	baseline
ананьев	n	apertium
анапест	n	apertium,kazdict
анапин	n	wikipedia
анапия	n	wikipedia
анапияев	n	wikipedia
анапьянов	n	wikipedia
анар	n	apertium,baseline,kazdict,kaznerd,wikipedia
анара	n	wikipedia
анарай	n	wikipedia
анарбаев	n	wikipedia
анарбай	n	kazdict,wikipedia
анарбек	n	wikipedia
анарбеков	n	wikipedia
анарбекұлы	n	wikipedia
анаргул	n	wikipedia
анаргуль	n	wikipedia
анаргүл	n	apertium,baseline,kazdict,wikipedia
анардай	n	kazdict
анаржан	n	apertium
анаркул	n	wikipedia
анаркулов	n	wikipedia
анаркуль	n	wikipedia
анаркүл	n	wikipedia
анаров	n	wikipedia
анарпуст	-	kazdict
анартас	n	kazdict
анархан	n	apertium,wikipedia
анархизм	n	apertium,kazdict
анархист	n	apertium,kazdict
анархистік	-	baseline
анархия	n	apertium,kazdict
анархиялы	-	baseline
анархиялық	n	apertium,baseline
анаршық	n	kazdict
анарқұл	n	wikipedia
анас	n	wikipedia
анастасия	n	apertium,kaznerd,wikipedia
анастомоз	n	apertium
анасы	-	baseline,kazdict
анасыз	n	kazdict
анасыздық	n	kazdict
анасындай	n	kazdict
анасының	-	baseline
анатек	n	kazdict
анатоксин	n	apertium,kazdict
анатолий	n	apertium,kaznerd,wikipedia
анатольевич	n	apertium
анатом	n	kazdict
анатомда	v	apertium,baseline
анатомия	n	apertium,baseline,kazdict
анатомиялық	n	apertium,baseline,kazdict
анау	n	apertium,baseline,kazdict
анаусы	n	kazdict
анауір	-	kazdict
анафаза	-	kazdict
анафилаксия	-	kazdict
анафин	n	wikipedia
анафия	n	wikipedia
анафора	-	kazdict
анафориялық	n	apertium
анахронизм	n	apertium,kazdict
анахронизмдік	-	baseline
анаш	n	baseline,kazdict
анаша	-	baseline,kazdict
анашым	n	kazdict
анаэроб	n	apertium,kazdict
анаэробты	n	apertium
анаэростат	n	kazdict
анаят	n	wikipedia
анағұрлым	n	apertium,baseline,kazdict
анбар	n	kazdict
анбийа	-	kazdict
анбия	n	kazdict
анвар	n	baseline,wikipedia
анварбек	n	wikipedia
анваров	n	wikipedia
ангажемент	n	apertium
ангар	n	apertium,baseline,kazdict
ангела	n	apertium,kaznerd
ангелина	n	apertium,wikipedia
ангелино	n	apertium
ангелов	n	apertium
ангидрид	n	apertium
ангидридтер	-	kazdict
ангилья	n	apertium
ангина	n	baseline,kazdict
ангиома	n	apertium,kazdict
англ	n	apertium
англикандық	n	apertium
англицизм	n	apertium
англия	n	apertium,kaznerd
англияда	n	kaznerd
ангоб	-	kazdict
ангола	n	apertium
ангольді	n	apertium
ангор	-	baseline
ангора	n	apertium
ангстрмн	n	apertium
ангур	-	kazdict
ангушт	-	kazdict
ангуштрин	-	kazdict
анд	n	apertium,kazdict
анда	nv	apertium,baseline,kazdict
андабаев	n	wikipedia
андагер	n	kazdict
андагулов	n	wikipedia
андаз	-	kazdict
андаза	n	kazdict
андай	-	baseline
андакулов	n	wikipedia
андала	v	kazdict
андалас	v	kazdict
андаластық	n	kazdict
андалат	v	kazdict
андалату	-	kazdict
андалузит	n	kazdict
андалусия	n	apertium
андалы	n	baseline,kazdict
андалық	n	baseline,kazdict
андамасов	n	wikipedia
андарке	-	kazdict
андас	n	kazdict,wikipedia
андасай	n	apertium
андасбаев	n	wikipedia
андасов	n	wikipedia
андат	v	apertium,baseline,kazdict
андау	v	kazdict
андағ	-	kazdict
андағай	-	kazdict
андағайла	v	baseline,kazdict
андағайлау	v	kazdict
андағы	-	baseline
андезин	n	apertium
андезит	n	apertium,kazdict
анден	-	baseline
андеррайтер	-	kazdict
андеррайтет	n	kazdict
андеррайтинг	-	kazdict
андерсен	n	apertium
андерсон	n	apertium
андес	n	apertium
анджа	-	kazdict
анджей	n	kaznerd
анджела	n	wikipedia
анджелина	n	apertium
анджело	n	apertium
андиров	n	wikipedia
андорра	n	apertium
андосов	n	wikipedia
андре	n	apertium
андреа	n	apertium
андреас	n	apertium
андреев	n	apertium,wikipedia
андреевич	n	apertium
андрей	n	apertium,kaznerd,wikipedia
андрейченко	-	baseline
андрес	n	apertium
андриевский	n	kaznerd
андрис	n	apertium
андрияш	-	baseline
андрогендер	-	kazdict
андрогиния	-	kazdict
андрогогика	-	kazdict
андроид	n	apertium
андрология	n	apertium
андромеда	n	apertium
андронов	n	apertium
андропов	n	apertium
андроцентрик	-	kazdict
андуа	n	kazdict
андыз	n	apertium,baseline,kazdict,wikipedia
андызағаш	-	baseline
андызда	v	baseline,kazdict
андыздат	v	baseline,kazdict
андыздау	v	baseline,kazdict
андын	-	kazdict
андыр	n	kazdict
андығу	v	kazdict
андықты	-	kazdict
андғарды	-	kazdict
андғардым	-	kazdict
